GeoID,County,State,Pop_2000,Pop_2001,Pop_2002,Pop_2003,Pop_2004,Pop_2005,Pop_2006,Pop_2007,Pop_2008,Pop_2009,Pop_2010,Pop_2011,Pop_2012,Pop_2013,Pop_2014,Pop_2015,Pop_2016,Pop_2017,Pop_2018
1051,Elmore County,Alabama,66160,67459,68659,69935,71018,72978,75246,77124,77698,78632,79303,80009,80216,80569,80568,80924,81263,81416,81887
1053,Escambia County,Alabama,38325,38197,38035,37796,37713,37601,37673,37839,37929,38249,38319,38201,38023,37763,37738,37665,37488,36999,36748
1055,Etowah County,Alabama,103286,102976,102988,103025,103080,103174,103528,103893,104206,104239,104430,104358,104273,103883,103407,103003,102849,102937,102501
1057,Fayette County,Alabama,18512,18384,18278,18178,18022,18030,17767,17523,17541,17310,17241,17047,16941,16819,16768,16693,16555,16474,16433
1059,Franklin County,Alabama,31242,31190,30891,30874,30768,30968,31134,31004,31459,31589,31704,31771,31689,31552,31561,31541,31654,31590,31363
1061,Geneva County,Alabama,25740,25565,25580,25702,25772,25988,26271,26322,26646,26653,26790,26759,26927,26682,26597,26636,26498,26410,26314
1063,Greene County,Alabama,9902,9866,9893,9805,9686,9675,9361,9385,9359,9182,9045,8905,8850,8749,8585,8509,8483,8318,8233
1065,Hale County,Alabama,18194,17868,17376,17116,16765,16622,16427,16418,16260,16025,15760,15358,15360,15247,15047,15018,14835,14809,14726
1067,Henry County,Alabama,16341,16358,16447,16563,16692,16752,16953,17108,17129,17243,17302,17377,17156,17132,17082,17106,17083,17140,17209
1069,Houston County,Alabama,88943,89490,89940,91321,92593,93903,95846,97727,99183,100500,101547,102470,103365,103638,104156,104268,104239,104373,104722
1071,Jackson County,Alabama,53979,53997,53758,53711,53525,53332,53483,53333,53525,53461,53227,53209,53077,52958,52562,52218,52048,51907,51736
1073,Jefferson County,Alabama,662033,660197,657518,657513,656023,654919,655893,655163,656510,658441,658466,657973,657967,659196,659918,660370,660326,659546,659300
1075,Lamar County,Alabama,15923,15632,15446,15258,15075,15009,14816,14901,14799,14689,14564,14287,14245,14210,14067,13925,13927,13902,13844
1077,Lauderdale County,Alabama,88039,87791,87627,88103,88732,89358,90294,91107,92202,92526,92709,92606,92664,92706,93013,92477,92457,92591,92387
1079,Lawrence County,Alabama,34874,34870,34698,34488,34318,34435,34028,34293,34196,34315,34339,34049,33807,33577,33448,33138,33233,33077,32957
1081,Lee County,Alabama,115430,116819,118392,120071,122274,126133,129247,131934,134524,138566,140247,144130,148581,151831,154545,157009,159297,161641,163941
1083,Limestone County,Alabama,65966,66936,67677,68578,69593,71303,73651,76063,78835,81326,82782,85542,87313,88910,90596,91571,92841,94076,96174
1085,Lowndes County,Alabama,13471,13329,13231,12996,12623,12397,12124,11973,11813,11486,11299,11139,10853,10665,10498,10353,10253,10104,9974
1087,Macon County,Alabama,24047,23925,23563,23110,22685,22388,22227,21942,21597,21190,21452,21281,20611,20026,19648,19306,19064,18811,18439
1089,Madison County,Alabama,278006,281517,286439,291342,295655,301474,309170,315859,323526,330856,334811,339527,342713,346633,349807,352989,356821,361665,366519
1091,Marengo County,Alabama,22564,22203,22217,22025,21777,21569,21531,21475,21331,21170,21027,20651,20367,20114,19980,19760,19516,19366,19066
1093,Marion County,Alabama,31137,30777,30608,30554,30516,30494,30779,30849,30918,30646,30776,30651,30487,30228,30202,30123,29964,29771,29763
12129,Marion County,Alabama,31137,30777,30608,30554,30516,30494,30779,30849,30918,30646,30776,30970,30852,30999,31410,31522,31893,32101,32461
1093,Wakulla County,Florida,22924,23779,24458,25062,25832,26706,27785,28588,29183,30459,30776,30651,30487,30228,30202,30123,29964,29771,29763
12129,Wakulla County,Florida,22924,23779,24458,25062,25832,26706,27785,28588,29183,30459,30776,30970,30852,30999,31410,31522,31893,32101,32461
1095,Marshall County,Alabama,82429,82477,83417,84348,85131,86516,88209,89605,91072,92213,93019,93892,94268,94370,94277,94606,95123,95609,96109
1097,Mobile County,Alabama,400073,400129,398549,398082,397959,398942,402916,405715,409196,411994,412992,413242,413922,414210,414590,414935,415499,414515,413757
1099,Monroe County,Alabama,24319,24120,24022,23853,23769,23683,23602,23437,23393,23218,23068,22796,22582,22171,21927,21717,21545,21302,21067
1101,Montgomery County,Alabama,223428,223048,223185,222680,223002,223608,227291,227888,227461,227607,229363,229168,228861,228173,227546,227244,227072,227079,225763
1103,Morgan County,Alabama,111221,111682,111766,112898,113006,113964,115491,116397,117694,118954,119490,120013,120092,119574,119458,119281,118970,118811,119089
1105,Perry County,Alabama,11809,11645,11549,11301,11153,10881,10677,10774,10722,10690,10591,10455,10171,10005,9804,9638,9528,9319,9140
1107,Pickens County,Alabama,20881,20873,20835,20527,20380,20192,20128,19989,19951,19814,19746,19354,19312,19305,20283,20776,20309,20182,19938
1109,Pike County,Alabama,29748,29844,29695,30050,30593,30772,31309,31761,32149,32560,32899,33017,33210,33713,33197,33522,33521,33435,33338
1111,Randolph County,Alabama,22377,22465,22464,22359,22525,22658,22695,22662,22946,22864,22913,22743,22534,22548,22355,22598,22508,22683,22725
1113,Russell County,Alabama,49805,49622,49489,49065,49498,49731,50459,51074,51434,52162,52947,54831,57482,59133,59211,58837,58208,57028,57781
1115,St. Clair County,Alabama,65080,66093,67274,68629,70416,72596,75948,79348,81223,83009,83593,83963,84748,85805,85995,86546,87323,87976,88690
1117,Shelby County,Alabama,144674,149358,153976,159704,165757,171691,178841,183491,188534,192708,195085,197992,200964,204108,206356,209084,211430,213729,215707
1119,Sumter County,Alabama,14746,14630,14376,14329,14324,14143,14059,13926,13882,13746,13763,13491,13441,13396,13275,13206,12974,12780,12691
1121,Talladega County,Alabama,80772,80939,81095,80900,81139,81546,81991,82226,82735,82674,82291,81777,82078,81513,81450,81055,80468,80022,79828
1123,Tallapoosa County,Alabama,41689,41406,41044,40898,40904,40857,41243,41414,41668,41831,41616,41397,41044,41028,40887,40611,40570,40613,40497
1125,Tuscaloosa County,Alabama,165414,166951,168154,169725,171960,175731,181383,184350,188093,192792,194656,196719,198794,201084,203097,204736,206614,207709,208911
1127,Walker County,Alabama,70602,70364,69765,69105,68629,68500,68234,67695,67835,67347,67023,66577,66096,65768,65336,64933,64548,63935,63711
1129,Washington County,Alabama,18101,17933,17895,17910,17801,17690,17705,17491,17496,17493,17581,17354,17146,16897,16868,16828,16610,16532,16378
1131,Wilcox County,Alabama,12939,12806,12778,12600,12493,12369,12221,12208,12148,11870,11670,11442,11308,11152,10953,10903,10851,10712,10627
1133,Winston County,Alabama,24857,24597,24600,24576,24614,24629,24796,24858,24696,24691,24484,24358,24190,24186,24137,23929,23906,23745,23660
2013,Aleutians East Borough,Alaska,2693,2590,2734,2732,2727,2787,2794,3012,2991,3084,3141,3260,3295,3345,3348,3381,3388,3495,3515
2016,Aleutians West Census Area,Alaska,5470,5501,5472,5709,5798,5913,5658,5466,5393,5537,5561,5581,5675,5777,5822,5781,5698,5726,5723
2020,Anchorage Municipality,Alaska,260816,264274,268229,270568,274484,276494,280085,278792,281554,287677,291826,296154,298233,301155,299927,297613,297216,294264,291538
2050,Bethel Census Area,Alaska,16080,16171,16414,16517,16603,16728,16755,16723,16762,16860,17013,17415,17654,17847,17933,17955,18019,18079,18216
2060,Bristol Bay Borough,Alaska,1232,1196,1166,1140,1144,1171,1111,1076,1040,976,997,1030,980,952,949,905,903,870,877
2068,Denali Borough,Alaska,1890,1850,1862,1825,1877,1834,1837,1803,1803,1817,1826,1872,1908,1942,1915,1927,2039,2066,2059
2070,Dillingham Census Area,Alaska,4916,4840,4900,4828,4850,4841,4833,4832,4769,4776,4847,4948,4951,4979,4983,4987,4970,4935,5000
2090,Fairbanks North Star Borough,Alaska,83005,84814,86095,86885,89043,90431,90545,93545,94552,95238,97581,98104,100305,100928,99256,99630,100683,99725,98971
2100,Haines Borough,Alaska,2399,2334,2325,2337,2281,2280,2300,2379,2404,2486,2508,2573,2577,2558,2555,2516,2527,2518,2474
2105,Hoonah-Angoon Census Area,Alaska,2562,2538,2479,2378,2331,2316,2271,2242,2225,2144,2150,2090,2120,2121,2103,2137,2128,2139,2151
2110,Juneau City and Borough,Alaska,30668,30502,30712,30993,31103,31003,30808,30682,31110,30857,31275,32152,32378,32587,32476,32601,32400,32061,32113
2122,Kenai Peninsula Borough,Alaska,49618,49986,50804,50963,51404,51590,52253,53272,53655,54796,55400,56302,56906,57015,57565,58029,58452,58522,58533
2130,Ketchikan Gateway Borough,Alaska,14000,13796,13599,13335,13244,13305,13492,13341,13326,13294,13477,13665,13723,13716,13801,13706,13714,13882,13918
2150,Kodiak Island Borough,Alaska,13983,13748,13651,13239,13206,13105,13184,13159,13262,13505,13592,13806,14038,14089,13904,13766,13710,13519,13345
2164,Lake and Peninsula Borough,Alaska,1814,1715,1621,1626,1644,1639,1624,1629,1606,1612,1631,1648,1647,1665,1645,1592,1598,1607,1587
2170,Matanuska-Susitna Borough,Alaska,59802,61807,64353,67162,70761,74409,78633,81402,84079,86885,88995,91716,93670,95877,98104,101068,104157,106383,107610
2180,Nome Census Area,Alaska,9152,9167,9161,9210,9351,9338,9235,9246,9231,9313,9492,9775,9819,9845,9803,9885,9961,9968,10008
2185,North Slope Borough,Alaska,7420,7530,7728,7968,8046,8190,8315,8519,8841,9105,9430,9550,9692,9786,9769,9795,9718,9831,9872
2188,Northwest Arctic Borough,Alaska,7226,7251,7252,7310,7397,7416,7467,7440,7466,7467,7523,7705,7707,7725,7771,7771,7689,7767,7671
2195,Petersburg Census Area,Alaska,4249,4198,4112,4022,4059,3959,3886,3898,3817,3775,3815,3254,3278,3293,3265,3259,3270,3259,3221
2198,Prince of Wales-Hyder Census Area,Alaska,6098,5887,5675,5650,5614,5534,5574,5457,5448,5465,5559,6374,6421,6443,6460,6505,6516,6469,6422
2220,Sitka City and Borough,Alaska,8845,8727,8874,8881,8890,8994,9046,8851,8835,8844,8881,8886,9019,8973,8839,8778,8738,8686,8647
2230,Skagway Municipality,Alaska,868,868,865,895,934,949,946,955,967,975,968,962,999,1025,1053,1087,1132,1162,1148
2240,Southeast Fairbanks Census Area,Alaska,6177,5705,5672,5772,6022,6530,6817,6945,6904,6955,7029,7148,7170,6984,6922,6804,6849,6885,6918
2261,Valdez-Cordova Census Area,Alaska,10210,10114,10061,9996,9990,9914,9828,9572,9458,9492,9636,9738,9730,9776,9475,9322,9318,9224,9164
2158,Wade Hampton Census Area,Alaska,7033,7051,7103,7201,7330,7313,7292,7372,7392,7469,7459,7648,7791,7972,8098,8187,8174,8230,8303
2275,Wrangell City and Borough,Alaska,2452,2426,2382,2347,2288,2298,2309,2322,2353,2331,2369,2395,2425,2455,2447,2459,2501,2511,2503
2282,Yakutat City and Borough,Alaska,796,764,702,673,647,665,642,656,627,665,662,656,664,651,655,635,613,607,604
2290,Yukon-Koyukuk Census Area,Alaska,6489,6364,6334,6252,6218,6000,5762,5712,5585,5495,5588,5631,5624,5564,5464,5466,5423,5396,5327
4001,Apache County,Arizona,69507,67863,67319,68072,68161,68521,69390,69602,69883,71008,71518,72186,72238,72341,71820,71022,71403,71545,71818
4003,Cochise County,Arizona,118132,118798,119847,120638,123234,125786,127241,128206,129023,130081,131346,133111,132026,129608,127352,126502,125782,124990,126770
4005,Coconino County,Arizona,116773,118283,121308,122882,125117,127025,128695,130442,131853,133477,134421,134269,136152,136713,137583,139024,140515,141107,142854
4007,Gila County,Arizona,51332,51274,51478,51337,51423,51655,52541,53252,53437,53561,53597,53444,53003,53022,53070,53006,53404,53629,53889
4009,Graham County,Arizona,33511,33356,33224,32985,32703,32964,33701,35175,36639,37525,37220,37134,37024,37454,38124,37873,37823,37501,38072
4011,Greenlee County,Arizona,8547,8349,7831,7567,7549,7595,7838,8205,8561,8635,8437,8577,8756,8908,9341,9575,9651,9468,9483
4012,La Paz County,Arizona,19611,19580,19464,19722,19979,20379,20573,20647,20555,20514,20489,20608,20530,20532,20529,20483,20661,20735,21098
4013,Maricopa County,Arizona,3092197,3175989,3255388,3328468,3417860,3538988,3642884,3711954,3771061,3803779,3817117,3875065,3948225,4019019,4095508,4175049,4258603,4329580,4410824
4015,Mohave County,Arizona,156215,160312,166155,172633,180521,188773,196168,199760,200078,199696,200186,202801,203356,203158,203474,204661,205521,207114,209550
4017,Navajo County,Arizona,97689,97849,100123,101529,102774,104184,105624,106927,107626,107571,107449,107545,107314,107145,107724,107688,108523,109144,110445
4019,Pima County,Arizona,848019,859280,874267,885893,901342,920298,940930,955869,967778,975580,980263,988407,993215,997437,1004675,1009737,1017624,1027502,1039073
4021,Pinal County,Arizona,181280,187747,197082,207920,219472,235708,271328,306174,335311,349830,375770,378760,382828,385656,395915,406073,417363,432114,447138
4023,Santa Cruz County,Arizona,38589,39288,40009,40625,41623,42961,44298,45338,46144,47011,47420,47684,47396,46991,46703,46602,46468,46636,46511
4025,Yavapai County,Arizona,168608,172636,177362,182090,187822,195424,204082,208773,211211,211172,211033,211023,211977,214426,217739,220845,224591,228055,231993
4027,Yuma County,Arizona,160576,162873,165398,168003,172824,178816,183848,187357,191202,193714,195751,202883,202589,202589,204283,205456,207520,209756,212128
5001,Arkansas County,Arkansas,20776,20593,20351,19981,19967,19954,19785,19434,19275,19134,19019,18872,18962,18754,18476,18325,18145,17904,17769
5003,Ashley County,Arkansas,24179,23824,23745,23469,23156,22770,22501,22229,22148,21920,21853,21671,21516,21278,20959,20838,20525,20319,20046
5005,Baxter County,Arkansas,38446,38331,38506,38772,39334,39992,40867,41491,41519,41561,41513,41347,41082,40984,40884,41136,41139,41316,41619
5007,Benton County,Arkansas,154744,159258,164926,171742,179010,186756,195569,203664,210807,216620,221339,229154,234949,239485,244882,251673,259234,266504,272608
5009,Boone County,Arkansas,34051,34258,34448,34554,34900,35492,36056,36759,36974,36844,36903,37070,37317,37312,37102,37112,37260,37486,37480
18103,Boone County,Arkansas,34051,34258,34448,34554,34900,35492,36056,36759,36974,36844,36903,36645,36534,36165,36071,36001,36041,35827,35567
5009,Miami County,Indiana,36184,36475,37019,37251,37120,37445,37745,37580,37281,37127,36903,37070,37317,37312,37102,37112,37260,37486,37480
18103,Miami County,Indiana,36184,36475,37019,37251,37120,37445,37745,37580,37281,37127,36903,36645,36534,36165,36071,36001,36041,35827,35567
5011,Bradley County,Arkansas,12597,12427,12340,12263,12107,12012,11778,11737,11643,11538,11508,11437,11273,11129,11016,11007,10967,10853,10897
5013,Calhoun County,Arkansas,5709,5599,5655,5646,5591,5675,5693,5659,5528,5421,5368,5243,5278,5193,5168,5201,5142,5224,5277
5015,Carroll County,Arkansas,25369,25559,25796,26033,26052,26435,26615,26699,26822,27158,27446,27462,27621,27792,27735,27775,27753,27947,28223
5017,Chicot County,Arkansas,14062,13758,13382,13173,12879,12729,12516,12313,12050,11851,11800,11704,11501,11360,11202,10960,10892,10639,10438
5019,Clark County,Arkansas,23474,23516,23334,23032,22904,22800,22924,23139,23272,23100,22995,22927,22759,22588,22565,22517,22600,22180,22061
5021,Clay County,Arkansas,17537,17307,17083,16951,16827,16790,16679,16464,16209,16056,16083,15874,15708,15482,15297,15200,15051,14910,14847
5023,Cleburne County,Arkansas,24100,24204,24375,24711,25018,25274,25430,25545,25623,25870,25970,25890,25776,25641,25605,25361,25174,25046,24965
5025,Cleveland County,Arkansas,8536,8637,8634,8694,8744,8859,8829,8896,8775,8649,8689,8673,8608,8515,8398,8284,8249,8181,8018
5027,Columbia County,Arkansas,25599,25424,25362,25106,25154,25025,25133,24847,24666,24622,24552,24703,24407,24282,24046,24126,24049,23700,23537
5029,Conway County,Arkansas,20312,20362,20366,20461,20519,20683,20753,20992,21025,21257,21273,21127,21139,21085,20991,20930,20871,20848,20891
5031,Craighead County,Arkansas,82519,83276,83978,85000,86331,87512,89725,91350,93316,95482,96443,98392,99986,101644,102661,104419,105830,107037,108558
5033,Crawford County,Arkansas,53404,54273,55026,55836,56832,57779,59126,60210,60933,61595,61948,61807,61923,61679,61817,61910,62309,62917,63406
5035,Crittenden County,Arkansas,50915,50919,50622,50252,50266,50244,50360,50438,50699,50929,50902,50511,50075,49747,49577,49071,49345,48730,48342
5037,Cross County,Arkansas,19458,19382,19106,18896,18782,18883,18525,18172,18200,17971,17870,17808,17704,17523,17183,17254,17024,16852,16676
5039,Dallas County,Arkansas,9146,9005,8826,8740,8740,8589,8477,8367,8282,8188,8116,8053,7951,7892,7692,7531,7402,7354,7182
5041,Desha County,Arkansas,15302,14958,14583,14405,14270,13992,13870,13523,13273,13108,13008,12729,12588,12500,12270,12022,11899,11732,11512
5043,Drew County,Arkansas,18670,18660,18410,18537,18595,18618,18705,18535,18481,18495,18509,18732,18786,18683,18640,18617,18552,18373,18328
5045,Faulkner County,Arkansas,86501,88830,90624,93618,96162,99192,102969,105637,108477,110813,113237,116270,118523,119184,120567,121209,122100,123397,124806
5047,Franklin County,Arkansas,17737,17830,17856,17913,17955,18073,18151,18237,18229,18145,18125,18001,17952,17907,17820,17755,17669,17844,17810
5049,Fulton County,Arkansas,11656,11676,11737,11831,12079,12127,12119,12354,12382,12231,12245,12239,12170,12171,12083,12137,12096,12112,12269
5051,Garland County,Arkansas,88311,89032,89630,90483,91084,92096,94077,94753,95636,95840,96024,96852,96989,97653,97754,97816,98311,98444,99154
5053,Grant County,Arkansas,16476,16608,16637,16731,17026,17244,17442,17483,17718,17751,17853,17945,18036,18044,18073,18014,18059,18096,18188
5055,Greene County,Arkansas,37563,37934,38229,38604,39046,39599,40469,40918,41286,41723,42090,42757,43226,43160,43787,44298,44730,44977,45325
5057,Hempstead County,Arkansas,23620,23318,23199,23090,22971,22924,22957,22918,22624,22615,22609,22486,22344,22427,22338,22094,22036,21881,21741
5059,Hot Spring County,Arkansas,30480,30615,30877,30821,31071,31565,32248,32631,32737,32797,32923,33136,33497,33516,33400,33480,33419,33600,33701
5061,Howard County,Arkansas,14233,14146,14070,14098,13991,14025,13843,13680,13804,13741,13789,13820,13681,13557,13510,13353,13366,13377,13341
5063,Independence County,Arkansas,34333,34374,34512,34652,34989,35155,35426,35690,35859,36259,36647,36881,36951,36883,37079,37034,37118,37409,37678
5065,Izard County,Arkansas,13298,13289,13273,13467,13512,13524,13583,13552,13681,13679,13696,13569,13537,13406,13553,13483,13486,13680,13593
5067,Jackson County,Arkansas,18403,18029,18054,17914,18159,18269,18092,18098,17966,17945,17997,17887,17682,17733,17595,17371,17290,17057,16811
5069,Jefferson County,Arkansas,84171,83322,82760,82193,81455,80562,79977,78788,78354,77759,77435,76032,74642,73202,72469,71868,70400,69269,68114
5071,Johnson County,Arkansas,22813,22977,23293,23587,23850,24173,24596,25109,25236,25374,25540,25668,25909,25930,25971,26103,26150,26489,26742
5073,Lafayette County,Arkansas,8539,8374,8240,8244,8153,8042,7879,7845,7806,7654,7645,7535,7450,7285,7164,7015,6893,6822,6682
5075,Lawrence County,Arkansas,17672,17749,17688,17605,17541,17343,17193,17286,17460,17336,17415,17280,17040,17055,16971,16702,16649,16590,16434
5077,Lee County,Arkansas,12527,12358,12151,11732,11512,11370,11067,10823,10786,10458,10424,10293,10185,10013,9843,9676,9340,9147,8985
5079,Lincoln County,Arkansas,14477,14505,14571,14578,14466,14496,14315,14237,14176,14185,14134,14339,14181,14062,14030,13866,13724,13473,13383
5081,Little River County,Arkansas,13613,13334,13413,13361,13176,13114,13147,13107,13099,13228,13171,12943,12916,12739,12524,12421,12421,12393,12326
5083,Logan County,Arkansas,22500,22385,22454,22707,22682,22661,22689,22758,22699,22429,22353,22240,21924,22026,21859,21713,21725,21753,21737
5085,Lonoke County,Arkansas,53153,54043,55184,56452,58449,60225,62648,64379,66086,67481,68356,69497,70079,70715,71338,71336,71819,72878,73657
5087,Madison County,Arkansas,14272,14253,14137,14186,14437,14714,15156,15353,15619,15673,15717,15660,15596,15680,15733,15707,16112,16349,16481
5089,Marion County,Arkansas,16162,16232,16149,16133,16293,16464,16759,16795,16996,16721,16653,16672,16622,16443,16420,16211,16378,16460,16722
5091,Miller County,Arkansas,40436,40606,40923,41382,41765,42181,42669,42710,43047,43284,43462,43757,43660,43461,43566,43912,43842,43884,43592
5093,Mississippi County,Arkansas,51849,51017,49957,48554,47777,47399,46983,46850,47037,46857,46480,46024,45550,44697,44250,43715,42879,42073,41239
5095,Monroe County,Arkansas,10182,9947,9700,9579,9287,9176,8949,8670,8456,8286,8149,8098,7853,7690,7635,7453,7203,7052,6900
5097,Montgomery County,Arkansas,9263,9221,9150,9239,9334,9358,9437,9478,9573,9490,9487,9397,9337,9250,9158,9029,8949,8907,8924
5099,Nevada County,Arkansas,9895,9774,9652,9590,9535,9479,9383,9267,9062,9058,8997,9008,8910,8777,8651,8513,8380,8328,8326
5101,Newton County,Arkansas,8642,8534,8534,8613,8503,8467,8474,8428,8423,8311,8330,8262,8062,8054,7879,7858,7860,7837,7805
5103,Ouachita County,Arkansas,28677,28088,27701,27488,27107,26934,26656,26448,26202,26024,26120,25737,25401,24952,24763,24321,24015,23824,23606
5105,Perry County,Arkansas,10223,10306,10363,10346,10352,10356,10352,10496,10441,10443,10445,10377,10321,10328,10353,10298,10274,10335,10352
5107,Phillips County,Arkansas,26290,25821,25067,24520,24174,23946,23244,22775,22411,21976,21757,21407,20740,20443,19960,19557,19062,18564,18029
5109,Pike County,Arkansas,11332,11306,11321,11243,11246,11216,11262,11342,11283,11260,11291,11239,11252,11119,10987,10835,10825,10721,10673
5111,Poinsett County,Arkansas,25617,25498,25213,25177,25039,25058,24904,24813,24599,24632,24583,24445,24296,24185,24152,24016,24007,24121,23974
5113,Polk County,Arkansas,20268,20189,20243,20199,20057,20203,20422,20377,20388,20583,20662,20558,20420,20349,20255,20196,20151,20162,20049
5115,Pope County,Arkansas,54541,54986,55405,55622,56606,57535,58809,59793,60528,61302,61754,62676,62621,62583,63111,63577,63876,63655,64000
5117,Prairie County,Arkansas,9491,9505,9406,9303,9111,9046,8989,8951,8806,8754,8715,8597,8481,8374,8345,8297,8252,8250,8074
5119,Pulaski County,Arkansas,361876,362866,364327,365258,366608,368274,371647,373403,376567,380053,382748,386982,389257,391544,392990,393643,394386,393616,392680
5121,Randolph County,Arkansas,18155,18177,18115,18005,18207,18086,18185,18054,18072,17964,17969,17971,17839,17626,17568,17427,17427,17645,17948
5123,St. Francis County,Arkansas,29325,29072,29023,29170,28905,28639,28496,28394,28110,28336,28258,27989,27993,27510,27096,26654,26344,25938,25439
5125,Saline County,Arkansas,84084,85473,87031,88627,90961,93493,96661,100043,102599,105362,107118,109541,111430,113339,114861,116397,117695,119669,121421
5127,Scott County,Arkansas,10980,10950,10930,10936,10872,10976,11239,11287,11227,11097,11233,11238,11009,10911,10665,10540,10313,10374,10319
